# FILE-FIRST verification verdicts, 2026-07-02. Sonnet 5 (claude-sonnet-5) mechanical
# verification vs csl-orig entry text; Fable 5 (claude-fable-5) adjudication of the 28 flags.
# verdict: PASS (file) | SCAN-FIRST (file; scan is decisive) | EDITORIAL (duplicate/apparatus
# collision - editor chooses merge vs respell) | DNF (do-not-file) | DROP (stale/already fixed)
dict	wrong	right	verdict	note
YAT	kaMsyanIla	kAMsyanIla	PASS	L9164 '{#kaMsya-nIla#} ... Blue vitriol' spells short a in k1/k2/body, but the entry sits between kAMsyakAra (L9163) and kAka (L9165) — the kAMsya° sort position. Alphabetical placement proves kAMsya intended; consistent short a = systematic keying defect. No kAMsyanIla k1 exists.
YAT	kaRwAkila	kaRwakila	PASS	L8153 '{#kaRwAkila#} (laH) m. A thorny kind of bamboo' sits between kaRwakiPala(8152) and kaRwakIPala(8154), both short-i forms; collation slot plus gloss match MW kaRwakila 'Bambusa Spinosa'.
YAT	kapawapravanDa	kapawaprabanDa	SCAN-FIRST	L8374 '{#kapawa-pravanDa#} (nDaH) m. Fraud' — entry gives only the gloss, no etymology distinguishing pravanDa/prabanDa; 'prabanDa' is the attested word (composition/series), 'pravanDa' is not.
YAT	kawolabIRA	kawolavIRA	SCAN-FIRST	L8077 '{#kawola-bIRA#} (RA) f. A kind of lute, played by common people'; entry itself silent on spelling; parallel entry kaRqolavIRA (L8198, same 'A kind of X' lute gloss) uses vIRA, bIRA is a hapax.
YAT	kawuraba	kawurava	PASS	L8069 '{#kawu-raba#} {#(vaH)#} m. A frog' — the entry's own paradigm marker (vaH) gives nominative -vaH, i.e. stem -rava; headword 'raba' contradicts its own inflection marker.
YAT	kzudrabaMSA	kzudravaMSA	SCAN-FIRST	L11899 '{#kzudra-baMSA#} (SA) f. A plant, (Lycopodium imbricatum)' — entry silent on spelling; relies on external match to MW kzudravaMSA and YAT's own ~40x use of vaMSa elsewhere vs this hapax baMSA.
YAT	nirAlamva	nirAlamba	SCAN-FIRST	L21384 '{#nirA_lamva#} (mvaH-mvA-mvaM) a. Self-supported, not relying on others' — entry itself silent on spelling; 'Alamba' (support, from lamb-) is the real root, 'Alamva' unattested; YAT spells -lamba with b in 25+ other entries.
YAT	padmavanDu	padmabanDu	PASS	L22652 '{#padma-vanDu#} (nDuH) m. A bee; the sun' — padmabandhu 'kinsman of the lotus' = the sun is a standard epithet (bandhu = kinsman); sits directly after padmabanDa(L22651) which correctly spells banDa with b.
YAT	puMbfza	puMvfza	SCAN-FIRST	L24418 '{#puM-bfza#} (zaH) m. The musk rat' — entry silent on spelling; matches MW puMvfza 'the musk rat'; YAT spells vfza in ~30 other entries, bfza is a hapax.
YAT	reRuruzita	reRurUzita	SCAN-FIRST	L32073 '{#reRu-ruzita#} (taH-tA-taM) a. Dusty, covered with dust; m. An ass' — entry silent on the u/U distinction; both WIL and MW read reRurUzita with long U, YAT alone has short u here.
YAT	sahaBAbin	sahaBAvin	PASS	L41095 '{#saha-BAbin#}¦ {#(vI)#} 5. m. A friend, a partisan.' The inflection marker (vI) shows the citation stem ends -vI, contradicting the headword's own printed -bin. No collision: sahaBAvin not a separate k1.
YAT	spfhanIya	spfhaRIya	SCAN-FIRST	L43126 '{#spfhanIya#}¦ {#(yaH-yA-yaM)#} a. Desirable.' Entry itself is silent on n/R; correction rests on the exceptionless Ratva rule (r...n->R), not on any in-entry etymology/cross-ref. No collision found.
YAT	vAbadUka	vAvadUka	PASS	L34160 '{#vAbadUka#}¦ (kaH-kA-kaM) a. Talking much.' immediately followed by L34161 '{#vAvadUkatA#}¦ (tA) f. Garrulity' -- the abstract-noun derivative of the same word, spelled with v, confirming vAbadUka is a b/v misprint. No collision.
YAT	viqbarAha	viqvarAha	PASS	L34609 '{#viqba_rAha#}¦ (haH) m. A tame hog.' Entry itself is a bare gloss, but YAT's own varAha (L33271) plus AdivarAha/nfvarAha/mahAvarAha/yajYavarAha/varAhakAntA etc. (11 entries) all spell the element with v, never b -- internal dictionary-wide attestation. No viqvarAha collision entry.
