# MW tier-A correction candidates (unified engine) — score	wrong -> right	detectors	morph
229	suBadrakA -> suBadraka	[consensus,intra_dup]	
229	suKAsparSa -> suKasparSa	[consensus,intra_dup]	
229	supArA -> supAra	[consensus,intra_dup]	
229	suyaSa -> suyaSA	[consensus,intra_dup]	
229	suyamA -> suyama	[consensus,intra_dup]	
229	tAmraliptA -> tAmralipta	[consensus,intra_dup]	
229	tamAlakA -> tamAlaka	[consensus,intra_dup]	
229	tanukA -> tanuka	[consensus,intra_dup]	
229	tarasA -> tarasa	[consensus,intra_dup]	
229	ucCuzmA -> ucCuzma	[consensus,intra_dup]	
229	ujjfmBaRA -> ujjfmBaRa	[consensus,intra_dup]	
229	uttarapUrvA -> uttarapUrva	[consensus,intra_dup]	
229	vArAhakanda -> varAhakanda	[consensus,intra_dup]	
229	vAratrA -> varatrA	[consensus,intra_dup]	
229	vaMSakarA -> vaMSakara	[consensus,intra_dup]	
229	varanArI -> vAranArI	[consensus,intra_dup]	
229	varcasyA -> varcasya	[consensus,intra_dup]	
229	varzyA -> varzya	[consensus,intra_dup]	
229	vfkalA -> vfkala	[consensus,intra_dup]	
229	viSAstf -> viSastf	[consensus,intra_dup]	
229	viSvaDenA -> viSvaDena	[consensus,intra_dup]	
229	vicCedanA -> vicCedana	[consensus,intra_dup]	
229	vihavyA -> vihavya	[consensus,intra_dup]	
229	vijjalA -> vijjala	[consensus,intra_dup]	
229	vikfzwA -> vikfzwa	[consensus,intra_dup]	
229	vilambanA -> vilambana	[consensus,intra_dup]	
229	vyayitA -> vyayita	[consensus,intra_dup]	
229	yadfcCika -> yAdfcCika	[consensus,intra_dup]	
229	yajYavaha -> yajYavAha	[consensus,intra_dup]	
228	huraS -> huras	[consensus,intra_dup]	morph✓
227	BAgurI -> BAguri	[consensus,intra_dup]	
227	Diya -> diya	[consensus,intra_dup]	morph✓
227	KaRqIka -> KaRqika	[consensus,intra_dup]	
227	SarArI -> SarAri	[consensus,intra_dup]	
227	aNgAraSakawi -> aNgAraSakawI	[consensus,intra_dup]	
227	ayajYIya -> ayajYiya	[consensus,intra_dup]	
227	cEtraraTI -> cEtraraTi	[consensus,intra_dup]	
227	kuRqalIkA -> kuRqalikA	[consensus,intra_dup]	
227	mADuri -> mADurI	[consensus,intra_dup]	
227	mahAmagna -> mahAnagna	[consensus,intra_dup]	morph✓
227	mokya -> mOkya	[consensus,intra_dup]	morph✓
227	nitatni -> nitatnI	[consensus,intra_dup]	
227	poraka -> pOraka	[consensus,intra_dup]	morph✓
227	pratiDI -> pratiDi	[consensus,intra_dup]	
227	sOvalya -> sObalya	[consensus,intra_dup]	morph✓
227	samIz -> samiz	[consensus,intra_dup]	
227	samprasAdana -> samprasADana	[consensus,intra_dup]	morph✓
227	upaviD -> upavid	[consensus,intra_dup]	morph✓
227	utpAtin -> utpAwin	[consensus,intra_dup]	morph✓
227	vanazad -> vanasad	[consensus,intra_dup]	morph✓
227	vitatI -> vitati	[consensus,intra_dup]	
226	Arjika -> ArjIka	[consensus,intra_dup]	
226	BaRqirI -> BaRqIrI	[consensus,intra_dup]	
226	Corita -> corita	[consensus,intra_dup]	morph✓
226	aBimfq -> aBimfd	[consensus,intra_dup]	morph✓
226	diDIzu -> diDizu	[consensus,intra_dup]	
226	harIman -> hariman	[consensus,intra_dup]	
226	kUwaSAlmalI -> kUwaSAlmali	[consensus,intra_dup]	
226	marma -> narma	[consensus,intra_dup]	morph✓
226	meGarAji -> meGarAjI	[consensus,intra_dup]	
226	raktavIjakA -> raktabIjakA	[consensus,intra_dup]	morph✓
226	rakzI -> rakzi	[consensus,intra_dup]	
226	samAyu -> sanAyu	[consensus,intra_dup]	morph✓
226	udIta -> udita	[consensus,intra_dup]	
226	udyatI -> udyati	[consensus,intra_dup]	
225	Akta -> akta	[consensus,intra_dup]	morph✓
225	aByudgA -> aByudga	[consensus,intra_dup]	morph✓
225	apAhAya -> apahAya	[consensus,intra_dup]	morph✓
225	hriRIya -> hriRIyA	[consensus,intra_dup]	morph✓
225	kftaya -> kftAya	[consensus,intra_dup]	morph✓
225	mahAkaruRA -> mahAkaruRa	[intra_dup,spell_correct]	morph✓
225	paSuka -> pASuka	[consensus,intra_dup]	morph✓
225	samudyAta -> samudyata	[consensus,intra_dup]	morph✓
225	savegam -> sAvegam	[consensus,intra_dup]	morph✓
225	vizamAya -> vizamaya	[consensus,intra_dup]	morph✓
224	AkaRWa -> akaRWa	[consensus,intra_dup]	morph✓
224	BarAt -> Barat	[consensus,intra_dup]	morph✓
224	Guka -> GUka	[consensus,intra_dup]	
224	KArIjaNGa -> KarIjaNGa	[consensus,intra_dup]	morph✓
224	aBIpAda -> aBIpada	[consensus,intra_dup]	morph✓
224	aSokavanika -> aSokavanikA	[consensus,intra_dup]	morph✓
224	arAtIya -> ArAtIya	[consensus,intra_dup]	morph✓
224	avAntaram -> avAntarAm	[consensus,intra_dup]	morph✓
224	bARAparRi -> bARaparRi	[intra_dup,spell_correct]	morph✓
224	bahAdura -> bAhAdura	[consensus,intra_dup]	morph✓
224	brahmapAda -> brahmapada	[consensus,intra_dup]	morph✓
224	devaya -> devayA	[consensus,intra_dup]	morph✓
224	hariSravA -> hariSrAvA	[consensus,intra_dup]	morph✓
224	kUyava -> kuyava	[consensus,intra_dup]	
224	meDajit -> meDAjit	[consensus,intra_dup]	morph✓
224	naBanU -> naBanu	[consensus,intra_dup]	
224	niDAnatA -> niDanatA	[consensus,intra_dup]	morph✓
224	nirUpAKya -> nirupAKya	[consensus,intra_dup]	
224	pAdAdi -> padAdi	[consensus,intra_dup]	morph✓
224	pApakftya -> pApakftyA	[consensus,intra_dup]	morph✓
224	parAhA -> parAha	[consensus,intra_dup]	morph✓
224	pariSrut -> parisrut	[consensus,intra_dup]	
224	prahvaya -> prahvAya	[consensus,intra_dup]	morph✓
224	putrakAmya -> putrakAmyA	[consensus,intra_dup]	morph✓
224	qahU -> qahu	[consensus,intra_dup]	
224	saMyamitA -> saMyamita	[consensus,intra_dup]	morph✓
224	satyasravas -> satyaSravas	[consensus,intra_dup]	
224	sitivAra -> SitivAra	[consensus,intra_dup]	
224	sunAsAkziBruvA -> sunAsAkziBruva	[intra_dup,spell_correct]	morph✓
224	tArRi -> tarRi	[consensus,intra_dup]	morph✓
224	tarAyaRa -> tArAyaRa	[consensus,intra_dup]	morph✓
224	tryakzAyaRa -> tryAkzAyaRa	[consensus,intra_dup]	morph✓
224	udGawita -> udGAwita	[consensus,intra_dup]	morph✓
224	upADmA -> upaDmA	[consensus,intra_dup]	morph✓
224	upAvanam -> upavanam	[consensus,intra_dup]	morph✓
224	upasAdya -> upasadya	[consensus,intra_dup]	morph✓
224	virUja -> viruja	[consensus,intra_dup]	
223	Dikka -> dikka	[consensus,intra_dup]	
223	DrOpada -> drOpada	[consensus,intra_dup]	
223	SuRwa -> SuRWa	[consensus,intra_dup]	
223	UKa -> uKa	[consensus,intra_dup]	
223	kUlavat -> kulavat	[consensus,intra_dup]	
223	kzRU -> kzRu	[consensus,intra_dup]	
223	malapu -> malapU	[consensus,intra_dup]	
223	piSitAsana -> piSitASana	[consensus,intra_dup]	
223	vAjasravas -> vAjaSravas	[consensus,intra_dup]	
223	vizU -> vizu	[consensus,intra_dup]	
222	BadraBawa -> Badravawa	[consensus,intra_dup]	
222	Kalidruma -> kalidruma	[consensus,intra_dup]	
222	Kawvara -> kawvara	[consensus,intra_dup]	
222	aSvaBAra -> aSvavAra	[consensus,intra_dup]	
222	amanI -> amani	[consensus,intra_dup]	morph✓
222	aneDas -> ameDas	[consensus,intra_dup]	
222	avyAvftti -> aByAvftti	[consensus,intra_dup]	
222	dEvarakzita -> devarakzita	[consensus,intra_dup]	
222	dEvejya -> devejya	[consensus,intra_dup]	
222	gOBila -> goBila	[consensus,intra_dup]	
222	gUka -> GUka	[consensus,intra_dup]	
222	gaDita -> gadita	[consensus,intra_dup]	
222	hOmIya -> homIya	[consensus,intra_dup]	
222	jAmbavozWa -> jAmbavOzWa	[consensus,intra_dup]	
222	jirvi -> jIrvi	[consensus,intra_dup]	morph✓
222	kAkani -> kAkaRi	[consensus,intra_dup]	
222	kElikila -> kelikila	[consensus,intra_dup]	
222	kOwiryA -> kOwIryA	[consensus,intra_dup]	morph✓
222	kilina -> kilima	[consensus,intra_dup]	
222	kzora -> kzOra	[consensus,intra_dup]	
222	mahAmani -> mahAmaRi	[consensus,intra_dup]	
222	narka -> marka	[consensus,intra_dup]	
222	nirasti -> nirasTi	[consensus,intra_dup]	
222	odanika -> Odanika	[consensus,intra_dup]	
222	pUrvatA -> pUrvaTA	[consensus,intra_dup]	
222	parikzita -> parIkzita	[consensus,intra_dup]	morph✓
222	qoraka -> doraka	[consensus,intra_dup]	
222	supaWa -> supaTa	[consensus,intra_dup]	
222	svapaRa -> svapana	[consensus,intra_dup]	
222	tryenI -> tryeRI	[consensus,intra_dup]	
222	ujJiti -> ujjiti	[consensus,intra_dup]	
222	vEkarma -> vEkarRa	[consensus,intra_dup]	
222	vanDula -> banDula	[consensus,intra_dup]	
222	vizparDA -> visparDA	[consensus,intra_dup]	
221	Gargaraka -> GarGaraka	[consensus,intra_dup]	
221	GawIGawa -> GawiGawa	[consensus,intra_dup]	morph✓
221	Karawa -> karawa	[consensus,intra_dup]	
221	aByatita -> aByatIta	[consensus,intra_dup]	morph✓
221	akzanvat -> akzaRvat	[consensus,intra_dup]	
221	avagITa -> avagIta	[consensus,intra_dup]	
221	avyAGAta -> aByAGAta	[consensus,intra_dup]	
221	candralOhaka -> candralohaka	[consensus,intra_dup]	
221	dveDIkfta -> dvEDIkfta	[consensus,intra_dup]	
221	janiya -> janIya	[consensus,intra_dup]	morph✓
221	jyotI -> jyoti	[consensus,intra_dup]	morph✓
221	kvAna -> kvARa	[consensus,intra_dup]	
221	nikasAtmaja -> nikazAtmaja	[consensus,intra_dup]	
221	parigamana -> parigaRana	[consensus,intra_dup]	
221	stritamA -> strItamA	[consensus,intra_dup]	morph✓
221	upavfMhin -> upabfMhin	[consensus,intra_dup]	
221	zaRqAmarka -> SaRqAmarka	[consensus,intra_dup]	
220	Adarin -> AdArin	[consensus,intra_dup]	
220	BUkASyapa -> BUkaSyapa	[consensus,intra_dup]	
220	DAnyatA -> DanyatA	[consensus,intra_dup]	
220	DarzitA -> Darzita	[consensus,intra_dup]	
220	Kargala -> KargalA	[consensus,intra_dup]	
220	SrAvaRadvAdaSI -> SravaRadvAdaSI	[consensus,intra_dup]	
220	SumBAna -> SumBana	[consensus,intra_dup]	
220	aSvAmuKa -> aSvamuKa	[consensus,intra_dup]	
220	agAtf -> AgAtf	[consensus,intra_dup]	
220	apAmitya -> apamitya	[consensus,intra_dup]	
220	araRyakarpAsI -> araRyakArpAsI	[consensus,intra_dup]	
220	azwakyA -> azwakya	[consensus,intra_dup]	
220	bahudugDA -> bahudugDa	[consensus,intra_dup]	
220	bahusuta -> bahusutA	[consensus,intra_dup]	
220	bizkala -> bizkalA	[consensus,intra_dup]	
220	brahmakanyaka -> brahmakanyakA	[consensus,intra_dup]	
220	carpawA -> carpawa	[consensus,intra_dup]	
220	ciratiktA -> ciratikta	[consensus,intra_dup]	
220	ganDamUzikA -> ganDamUzika	[consensus,intra_dup]	
220	granTanA -> granTana	[consensus,intra_dup]	
220	jayavatI -> jayAvatI	[consensus,intra_dup]	
220	kURika -> kURikA	[consensus,intra_dup]	
220	kaSikA -> kASikA	[consensus,intra_dup]	
220	karaBapriya -> karaBapriyA	[consensus,intra_dup]	
220	mAhAkulIna -> mahAkulIna	[consensus,intra_dup]	
220	mAyavat -> mAyAvat	[consensus,intra_dup]	
220	mahABogA -> mahABoga	[consensus,intra_dup]	
220	paYcagaNgA -> paYcagaNga	[consensus,intra_dup]	
220	pallavakA -> pallavaka	[consensus,intra_dup]	
220	pariGawwanA -> pariGawwana	[consensus,intra_dup]	
220	parihAsya -> pArihAsya	[consensus,intra_dup]	
220	prApaRikA -> prApaRika	[consensus,intra_dup]	
220	pramuditA -> pramudita	[consensus,intra_dup]	
220	pratigarjana -> pratigarjanA	[consensus,intra_dup]	
220	purIkAya -> purIkaya	[consensus,intra_dup]	
220	rolA -> rola	[consensus,intra_dup]	
220	samAsANga -> samAsaNga	[consensus,intra_dup]	
220	samupanayana -> samupAnayana	[consensus,intra_dup]	
220	siDmalA -> siDmala	[consensus,intra_dup]	
220	siMhacandrA -> siMhacandra	[consensus,intra_dup]	
220	smaraDvajA -> smaraDvaja	[consensus,intra_dup]	
220	sudivA -> sudiva	[consensus,intra_dup]	
220	sugahanA -> sugahana	[consensus,intra_dup]	
220	suganDikusumA -> suganDikusuma	[consensus,intra_dup]	
220	sukAma -> sukAmA	[consensus,intra_dup]	
220	sutAraka -> sutArakA	[consensus,intra_dup]	
220	tiraScA -> tiraSca	[consensus,intra_dup]	
220	triSala -> triSalA	[consensus,intra_dup]	
220	trimuKA -> trimuKa	[consensus,intra_dup]	
220	udArAkza -> udarAkza	[consensus,intra_dup]	
220	upAlipsu -> upalipsu	[consensus,intra_dup]	
220	vEDftA -> vEDfta	[consensus,intra_dup]	
220	vaSikA -> vaSika	[consensus,intra_dup]	
220	vanatiktA -> vanatikta	[consensus,intra_dup]	
220	vegasAra -> vegasara	[consensus,intra_dup]	
220	vrajANgana -> vrajANganA	[consensus,intra_dup]	
219	AkrayA -> Akraya	[consensus,intra_dup]	
219	BavaBAvanA -> BavaBAvana	[consensus,intra_dup]	
219	CandasyA -> Candasya	[consensus,intra_dup]	
219	GUrRanA -> GUrRana	[consensus,intra_dup]	
219	KelanA -> Kelana	[consensus,intra_dup]	
219	SItaganDA -> SItaganDa	[consensus,intra_dup]	
219	Silpakara -> SilpakAra	[consensus,intra_dup]	
219	SizwacAra -> SizwAcAra	[consensus,intra_dup]	
219	SlezmaRA -> SlezmaRa	[consensus,intra_dup]	
219	SuSulUkA -> SuSulUka	[consensus,intra_dup]	
219	agnivaha -> agnivAha	[consensus,intra_dup]	
219	akrandita -> Akrandita	[consensus,intra_dup]	
219	awawyA -> awAwyA	[consensus,intra_dup]	
219	bahuparRA -> bahuparRa	[consensus,intra_dup]	
219	caturmAsa -> cAturmAsa	[consensus,intra_dup]	
219	dadA -> dada	[consensus,intra_dup]	
219	dakzasutA -> dakzasuta	[consensus,intra_dup]	
219	devAnandA -> devAnanda	[consensus,intra_dup]	
219	dvidalA -> dvidala	[consensus,intra_dup]	
219	gonandA -> gonanda	[consensus,intra_dup]	
219	granTakUwI -> granTakuwI	[consensus,intra_dup]	morph✓
219	haMsapadA -> haMsapada	[consensus,intra_dup]	
219	huRqA -> huRqa	[consensus,intra_dup]	
219	kAkARqakA -> kAkARqaka	[consensus,intra_dup]	
219	kakzApuwa -> kakzapuwa	[consensus,intra_dup]	
219	kfzRagarBA -> kfzRagarBa	[consensus,intra_dup]	
219	kowirA -> kowira	[consensus,intra_dup]	
219	maRiSara -> maRisara	[consensus,intra_dup]	morph✓
219	mahASUdrA -> mahASUdra	[consensus,intra_dup]	
219	mahAcaRqA -> mahAcaRqa	[consensus,intra_dup]	
219	mahIsutA -> mahIsuta	[consensus,intra_dup]	
219	nAgaPalA -> nAgaPala	[consensus,intra_dup]	
219	nIlavastrA -> nIlavastra	[consensus,intra_dup]	
219	nandAtmajA -> nandAtmaja	[consensus,intra_dup]	
219	padapadma -> pAdapadma	[consensus,intra_dup]	
219	pradeyA -> pradeya	[consensus,intra_dup]	
219	pramodamAnA -> pramodamAna	[consensus,intra_dup]	
219	putraprada -> putrapradA	[consensus,intra_dup]	
219	retasyA -> retasya	[consensus,intra_dup]	
219	sAlivAhana -> SAlivAhana	[consensus,intra_dup]	morph✓
219	sAnandA -> sAnanda	[consensus,intra_dup]	
219	saMkzAlanA -> saMkzAlana	[consensus,intra_dup]	
219	sahasrasava -> sahasrasAva	[consensus,intra_dup]	
219	sakfdgarBA -> sakfdgarBa	[consensus,intra_dup]	
219	siMhalasTa -> siMhalasTA	[consensus,intra_dup]	
219	sitAsitA -> sitAsita	[consensus,intra_dup]	
219	somarOdra -> somArOdra	[consensus,intra_dup]	
219	sudarBa -> sudarBA	[consensus,intra_dup]	
219	sulomaSa -> sulomaSA	[consensus,intra_dup]	
219	surApriya -> surapriya	[consensus,intra_dup]	
219	suraparRika -> suraparRikA	[consensus,intra_dup]	
219	suravallaBa -> suravallaBA	[consensus,intra_dup]	
219	suzupsa -> suzupsA	[consensus,intra_dup]	
219	triparRA -> triparRa	[consensus,intra_dup]	
219	tvaritakA -> tvaritaka	[consensus,intra_dup]	
219	ullAsanA -> ullAsana	[consensus,intra_dup]	
219	utKAlI -> utKalI	[consensus,intra_dup]	
219	utsAraRA -> utsAraRa	[consensus,intra_dup]	
219	vallAra -> vallara	[consensus,intra_dup]	
219	veS -> ves	[consensus,intra_dup]	morph✓
219	vetrakIyA -> vetrakIya	[consensus,intra_dup]	
219	vfzaBazoqaSa -> vfzaBazoqaSA	[consensus,intra_dup]	
219	virADanA -> virADana	[consensus,intra_dup]	
219	vizayajYAna -> vizayAjYAna	[consensus,intra_dup]	
218	SiMhARaka -> siMhARaka	[consensus,intra_dup]	morph✓
218	SukaSimbi -> SUkaSimbi	[consensus,intra_dup]	morph✓
218	avadeya -> avaDeya	[consensus,intra_dup]	morph✓
218	catuS -> catus	[consensus,intra_dup]	morph✓
218	pArzwika -> pArzWika	[consensus,intra_dup]	morph✓
218	sOnahotra -> SOnahotra	[consensus,intra_dup]	morph✓
217	AnusUka -> AnuzUka	[consensus,intra_dup]	morph✓
217	BUmIBuj -> BUmiBuj	[consensus,intra_dup]	
217	BareRa -> vareRa	[consensus,intra_dup]	morph✓
217	DaraRiBft -> DaraRIBft	[consensus,intra_dup]	
217	GozAdI -> gozAdI	[consensus,intra_dup]	morph✓
217	SUlIka -> SUlika	[consensus,intra_dup]	
217	avaBAzita -> avaBAsita	[consensus,intra_dup]	morph✓
217	bastya -> vastya	[consensus,intra_dup]	morph✓
217	bopadeva -> vopadeva	[consensus,intra_dup]	morph✓
217	caramya -> caraRya	[consensus,intra_dup]	morph✓
217	dfN -> dfn	[consensus,intra_dup]	morph✓
217	dor -> Dor	[consensus,intra_dup]	morph✓
217	guqodana -> guqOdana	[consensus,intra_dup]	morph✓
217	hawaparRI -> haWaparRI	[consensus,intra_dup]	morph✓
217	jamat -> janat	[consensus,intra_dup]	morph✓
217	kujJawI -> kujJawi	[consensus,intra_dup]	
217	kzamita -> kzaRita	[consensus,intra_dup]	morph✓
217	lohI -> lohi	[consensus,intra_dup]	
217	nilaNgu -> nIlaNgu	[consensus,intra_dup]	
217	pattrANgulI -> pattrANguli	[consensus,intra_dup]	
217	praniMsita -> praRiMsita	[consensus,intra_dup]	morph✓
217	prapf -> prapF	[consensus,intra_dup]	morph✓
217	pratyavaBAza -> pratyavaBAsa	[consensus,intra_dup]	morph✓
217	sPItI -> sPIti	[consensus,intra_dup]	
217	udvfMhaRa -> udbfMhaRa	[consensus,intra_dup]	morph✓
217	vAwIya -> vAtIya	[consensus,intra_dup]	morph✓
217	vEhInari -> bEhInari	[consensus,intra_dup]	morph✓
217	varaRya -> BaraRya	[consensus,intra_dup]	morph✓
217	vekuri -> Bekuri	[consensus,intra_dup]	morph✓
217	vfsaya -> vfzaya	[consensus,intra_dup]	morph✓
217	zahasAna -> sahasAna	[consensus,intra_dup]	morph✓
217	zaqgranTI -> zaqgranTi	[consensus,intra_dup]	
216	BARqIka -> BARqika	[consensus,intra_dup]	
216	BOrikI -> BOriki	[consensus,intra_dup]	
216	BfNgirIwi -> BfNgiriwi	[consensus,intra_dup]	
216	PalguRaka -> Palgunaka	[consensus,intra_dup]	morph✓
216	SAwyAyanI -> SAwyAyani	[consensus,intra_dup]	
216	cEtayata -> cEwayata	[consensus,intra_dup]	morph✓
216	catuz -> catus	[consensus,intra_dup]	morph✓
216	fN -> fR	[consensus,intra_dup]	morph✓
216	gAYjIkAya -> gAYjikAya	[consensus,intra_dup]	
216	hiRqi -> hiRqI	[consensus,intra_dup]	
216	kARWevidDI -> kARWevidDi	[consensus,intra_dup]	
216	nArIya -> mArIya	[consensus,intra_dup]	morph✓
216	nEz -> nez	[consensus,intra_dup]	morph✓
216	nodita -> modita	[consensus,intra_dup]	morph✓
216	tiraSci -> tiraScI	[consensus,intra_dup]	
216	uttata -> uttawa	[consensus,intra_dup]	morph✓
216	vEzka -> vezka	[consensus,intra_dup]	morph✓
216	viSvaggati -> vizvaggati	[consensus,intra_dup]	morph✓
216	vorasidDi -> borasidDi	[consensus,intra_dup]	morph✓
214	kuhurava -> kuhUrava	[consensus,intra_dup]	
214	nirAsaka -> nirASaka	[consensus,intra_dup]	
214	pApapUruza -> pApapuruza	[consensus,intra_dup]	
214	sman -> Sman	[consensus,intra_dup]	
214	upakula -> upakUla	[consensus,intra_dup]	
213	ADArin -> AdArin	[consensus,intra_dup]	
213	Sukavat -> SUkavat	[consensus,intra_dup]	
213	asaMDita -> asaMdita	[consensus,intra_dup]	
212	DurAvaha -> durAvaha	[consensus,intra_dup]	
212	OpavasTa -> Opavasta	[consensus,intra_dup]	
212	SESika -> SEzika	[consensus,intra_dup]	
212	UrDvatA -> UrDvaTA	[consensus,intra_dup]	
212	ciraRWI -> ciraRwI	[consensus,intra_dup]	
212	gurudevata -> gurudEvata	[consensus,intra_dup]	
212	nigadana -> nigaqana	[consensus,intra_dup]	
212	praRudita -> pramudita	[consensus,intra_dup]	
212	rARI -> rAmI	[consensus,intra_dup]	
212	vrAjin -> BrAjin	[consensus,intra_dup]	
211	Avarhin -> Abarhin	[consensus,intra_dup]	
211	Bukka -> bukka	[consensus,intra_dup]	
211	Doritaka -> DOritaka	[consensus,intra_dup]	
211	aDyarvuda -> aDyarbuda	[consensus,intra_dup]	
211	corI -> cOrI	[consensus,intra_dup]	
211	dADikA -> dAQikA	[consensus,intra_dup]	
211	gOraTa -> goraTa	[consensus,intra_dup]	
211	suKeta -> suketa	[consensus,intra_dup]	
211	vilodita -> viloqita	[consensus,intra_dup]	
210	AbuDya -> abuDya	[consensus,intra_dup]	
210	Adat -> adat	[consensus,intra_dup]	
210	AleSa -> aleSa	[consensus,intra_dup]	
210	Andolaya -> andolaya	[consensus,intra_dup]	
210	Arpita -> arpita	[consensus,intra_dup]	
210	AtiSAyika -> AtiSayika	[consensus,intra_dup]	
210	AtmaSlAGa -> AtmaSlAGA	[consensus,intra_dup]	
210	Awaruza -> awaruza	[consensus,intra_dup]	
210	BAraga -> Baraga	[consensus,intra_dup]	
210	BUkeSA -> BUkeSa	[consensus,intra_dup]	
210	Bagavftti -> BAgavftti	[consensus,intra_dup]	
210	BaktAruci -> Baktaruci	[consensus,intra_dup]	
210	BamBA -> BamBa	[consensus,intra_dup]	
210	Cekala -> CekAla	[consensus,intra_dup]	
210	DAnyada -> DAnyAda	[consensus,intra_dup]	
210	Dvajahfta -> DvajAhfta	[consensus,intra_dup]	
210	KaRqitA -> KaRqita	[consensus,intra_dup]	
210	KawvANgaDAra -> KawvANgaDara	[consensus,intra_dup]	
210	PAlacamasa -> Palacamasa	[consensus,intra_dup]	
210	PalaKelA -> PAlaKelA	[consensus,intra_dup]	
210	ParParIkA -> ParParIka	[consensus,intra_dup]	
210	SEvAlin -> SEvalin	[consensus,intra_dup]	
210	SIrzAhArya -> SIrzahArya	[consensus,intra_dup]	
210	SabarikA -> SAbarikA	[consensus,intra_dup]	
210	Sapita -> SApita	[consensus,intra_dup]	
210	SilABAva -> SilABava	[consensus,intra_dup]	
210	SrapitA -> Srapita	[consensus,intra_dup]	
210	aDirUQA -> aDirUQa	[consensus,intra_dup]	
210	aSvArohA -> aSvAroha	[consensus,intra_dup]	
210	aSvahfdayA -> aSvahfdaya	[consensus,intra_dup]	
210	amftapraBA -> amftapraBa	[consensus,intra_dup]	
210	anujAtA -> anujAta	[consensus,intra_dup]	
210	apAvfkta -> apavfkta	[consensus,intra_dup]	
210	apasAritA -> apasArita	[consensus,intra_dup]	
210	atiSvA -> atiSva	[consensus,intra_dup]	
210	avasAraRA -> avasAraRa	[consensus,intra_dup]	
210	ayAva -> ayava	[consensus,intra_dup]	
210	ayin -> Ayin	[consensus,intra_dup]	
210	azwAdiS -> azwadiS	[consensus,intra_dup]	
210	bAlAtantra -> bAlatantra	[consensus,intra_dup]	
210	badDaSiKA -> badDaSiKa	[consensus,intra_dup]	
210	balajA -> balaja	[consensus,intra_dup]	
210	brAhmasidDAnta -> brahmasidDAnta	[consensus,intra_dup]	
210	brahmasutA -> brahmasuta	[consensus,intra_dup]	
210	caRqilA -> caRqila	[consensus,intra_dup]	
210	candracaYcalA -> candracaYcala	[consensus,intra_dup]	
210	carajyA -> cArajyA	[consensus,intra_dup]	
210	cawukAra -> cAwukAra	[consensus,intra_dup]	
210	ciraMjIvA -> ciraMjIva	[consensus,intra_dup]	
210	dIkzaRIyA -> dIkzaRIya	[consensus,intra_dup]	
210	dIrGatuRqa -> dIrGatuRqA	[consensus,intra_dup]	
210	dUzitA -> dUzita	[consensus,intra_dup]	
210	dakziRAtva -> dakziRatva	[consensus,intra_dup]	
210	dakziRapUrvA -> dakziRapUrva	[consensus,intra_dup]	
210	devapAda -> devapada	[consensus,intra_dup]	
210	durgadatta -> durgAdatta	[consensus,intra_dup]	
210	dvimAtrA -> dvimAtra	[consensus,intra_dup]	
210	gAruqopanizad -> garuqopanizad	[consensus,intra_dup]	
210	gaReruka -> gaRerukA	[consensus,intra_dup]	
210	glApita -> glapita	[consensus,intra_dup]	
210	grahaDAra -> grahADAra	[consensus,intra_dup]	
210	guRqikA -> guRqika	[consensus,intra_dup]	
210	hakkA -> hakka	[consensus,intra_dup]	
210	harikaRWa -> hArikaRWa	[consensus,intra_dup]	
210	himavatsutA -> himavatsuta	[consensus,intra_dup]	
210	jAlamArga -> jalamArga	[consensus,intra_dup]	
210	kARqapuzpA -> kARqapuzpa	[consensus,intra_dup]	
210	kASmIrikA -> kASmIrika	[consensus,intra_dup]	
210	kAYcanapraBA -> kAYcanapraBa	[consensus,intra_dup]	
210	kaRerA -> kaRera	[consensus,intra_dup]	
210	kalpitA -> kalpita	[consensus,intra_dup]	
210	karAlikA -> karAlika	[consensus,intra_dup]	
210	kftasapatnikA -> kftasApatnikA	[consensus,intra_dup]	
210	kfzRatArA -> kfzRatAra	[consensus,intra_dup]	
210	kfzRavAsa -> kfzRAvAsa	[consensus,intra_dup]	
210	kiNkirA -> kiNkira	[consensus,intra_dup]	
210	krAyika -> krayika	[consensus,intra_dup]	
210	kurasA -> kurasa	[consensus,intra_dup]	
210	kzIrAbDijA -> kzIrAbDija	[consensus,intra_dup]	
210	kzipakA -> kzipaka	[consensus,intra_dup]	
210	laYjA -> laYja	[consensus,intra_dup]	
210	labDA -> labDa	[consensus,intra_dup]	
210	locanamaya -> locanAmaya	[consensus,intra_dup]	
210	lowanA -> lowana	[consensus,intra_dup]	
210	mahAhrasva -> mahAhrasvA	[consensus,intra_dup]	
210	mahAmahA -> mahAmaha	[consensus,intra_dup]	
210	malanA -> malana	[consensus,intra_dup]	
210	masUrA -> masUra	[consensus,intra_dup]	
210	moraka -> morAka	[consensus,intra_dup]	
210	nIlajA -> nIlaja	[consensus,intra_dup]	
210	nalvavartmaga -> nalvavartmagA	[consensus,intra_dup]	
210	narakasTA -> narakasTa	[consensus,intra_dup]	
210	nfsenA -> nfsena	[consensus,intra_dup]	
210	nicitA -> nicita	[consensus,intra_dup]	
210	nimlocA -> nimloca	[consensus,intra_dup]	
210	nirdigDA -> nirdigDa	[consensus,intra_dup]	
210	nityayOvanA -> nityayOvana	[consensus,intra_dup]	
210	pAdamaYjarI -> padamaYjarI	[consensus,intra_dup]	
210	pArda -> parda	[consensus,intra_dup]	
