# PD tier-A correction candidates (unified engine) — score	wrong -> right	detectors	morph
225	adattadAna -> adattAdAna	[consensus,intra_dup]	morph✓
225	aditsA -> AditsA	[intra_dup,spell_correct]	morph✓
225	akzapAd -> akzapad	[intra_dup,spell_correct]	morph✓
225	anumfta -> anumftA	[consensus,intra_dup]	morph✓
225	atapana -> Atapana	[consensus,spell_correct]	morph✓
225	atisundarA -> atisundara	[consensus,intra_dup]	morph✓
224	aDarmAcaraRa -> aDarmacaraRa	[intra_dup,spell_correct]	morph✓
224	aDiBoga -> ADiBoga	[consensus,spell_correct]	morph✓
224	aDicaraRA -> aDicaraRa	[consensus,spell_correct]	morph✓
224	aDikAzwa -> aDikazwa	[consensus,spell_correct]	morph✓
224	aDyAsya -> aDyAsyA	[intra_dup,spell_correct]	morph✓
224	aDyakzya -> ADyakzya	[consensus,spell_correct]	morph✓
224	aGArikA -> aGarikA	[intra_dup,spell_correct]	morph✓
224	aNkAgata -> aNkagata	[intra_dup,spell_correct]	morph✓
224	aNkuraropaRa -> aNkurAropaRa	[intra_dup,spell_correct]	morph✓
224	aYjanIkArI -> AYjanIkArI	[consensus,spell_correct]	morph✓
224	acCAdita -> AcCAdita	[consensus,spell_correct]	morph✓
224	acCawaSabda -> acCawASabda	[intra_dup,spell_correct]	morph✓
224	acintyarUpA -> acintyarUpa	[intra_dup,spell_correct]	morph✓
224	acyutanti -> Acyutanti	[consensus,spell_correct]	morph✓
224	adfzwigocaram -> Adfzwigocaram	[consensus,spell_correct]	morph✓
224	adyAdya -> AdyAdya	[consensus,spell_correct]	morph✓
224	agAradAha -> AgAradAha	[consensus,spell_correct]	morph✓
224	agnidevatA -> agnidevata	[intra_dup,spell_correct]	morph✓
224	agniveSyAyana -> AgniveSyAyana	[consensus,spell_correct]	morph✓
224	agniviDa -> agniviDA	[intra_dup,spell_correct]	morph✓
224	agnizwomika -> Agnizwomika	[consensus,spell_correct]	morph✓
224	agratalasaMcara -> agratalasaMcAra	[intra_dup,spell_correct]	morph✓
224	ajAdya -> AjAdya	[consensus,spell_correct]	morph✓
224	ajYapti -> AjYapti	[consensus,spell_correct]	morph✓
224	ajagala -> ajAgala	[intra_dup,spell_correct]	morph✓
224	ajayana -> Ajayana	[consensus,spell_correct]	morph✓
224	akAlam -> AkAlam	[consensus,spell_correct]	morph✓
224	akAyika -> akAyikA	[intra_dup,spell_correct]	morph✓
224	akalpaka -> Akalpaka	[consensus,spell_correct]	morph✓
224	aklI -> AklI	[consensus,spell_correct]	morph✓
224	akuli -> Akuli	[consensus,spell_correct]	morph✓
224	akzABA -> akzaBA	[intra_dup,spell_correct]	morph✓
224	anABi -> AnABi	[consensus,spell_correct]	morph✓
224	anAntatva -> anantatva	[intra_dup,spell_correct]	morph✓
224	anApUyitA -> anApUyita	[consensus,spell_correct]	morph✓
224	anAvyADA -> anAvyADa	[consensus,spell_correct]	morph✓
224	anaDyAsA -> anaDyAsa	[intra_dup,spell_correct]	morph✓
224	anapavAcanA -> anapavAcana	[consensus,spell_correct]	morph✓
224	anaquhya -> Anaquhya	[consensus,spell_correct]	morph✓
224	anarTakAra -> anarTakara	[intra_dup,spell_correct]	morph✓
224	anatidagDA -> anatidagDa	[consensus,spell_correct]	morph✓
224	anekaBAryA -> anekaBArya	[intra_dup,spell_correct]	morph✓
224	anekasaMKyA -> anekasaMKya	[intra_dup,spell_correct]	morph✓
224	anftakaTA -> anftakaTa	[intra_dup,spell_correct]	morph✓
224	anftavAdana -> anftavadana	[intra_dup,spell_correct]	morph✓
224	aniSitasargA -> aniSitasarga	[consensus,spell_correct]	morph✓
224	anilahata -> anilAhata	[intra_dup,spell_correct]	morph✓
224	anirBarA -> anirBara	[consensus,spell_correct]	morph✓
224	anityaBava -> anityaBAva	[intra_dup,spell_correct]	morph✓
224	aniveSanA -> aniveSana	[consensus,spell_correct]	morph✓
224	annakAraRa -> annakaraRa	[intra_dup,spell_correct]	morph✓
224	antaBAva -> antaBava	[intra_dup,spell_correct]	morph✓
224	antaHpAtitA -> antaHpAtita	[intra_dup,spell_correct]	morph✓
224	antaHpatita -> antaHpAtita	[intra_dup,spell_correct]	morph✓
224	antaHpuravfdDa -> antaHpuravfdDA	[intra_dup,spell_correct]	morph✓
224	antarApatita -> antarapatita	[intra_dup,spell_correct]	morph✓
224	antaraBavadeha -> antarABavadeha	[intra_dup,spell_correct]	morph✓
224	antarapAtita -> antarapatita	[intra_dup,spell_correct]	morph✓
224	antargaRika -> AntargaRika	[consensus,spell_correct]	morph✓
224	antargozWA -> antargozWa	[intra_dup,spell_correct]	morph✓
224	anuSasya -> anuSAsya	[intra_dup,spell_correct]	morph✓
224	anucArI -> anucarI	[intra_dup,spell_correct]	morph✓
224	anugatya -> Anugatya	[consensus,spell_correct]	morph✓
224	anulomapariRIta -> anulomapariRItA	[intra_dup,spell_correct]	morph✓
224	anupacArita -> anupacarita	[intra_dup,spell_correct]	morph✓
224	anupayAt -> anupayat	[intra_dup,spell_correct]	morph✓
224	anupfzWyA -> anupfzWya	[consensus,spell_correct]	morph✓
224	anusaMraktA -> anusaMrakta	[consensus,spell_correct]	morph✓
224	anuviDitsA -> AnuviDitsA	[consensus,spell_correct]	morph✓
224	anvIpika -> AnvIpika	[consensus,spell_correct]	morph✓
224	anvarTasaMjYa -> anvarTasaMjYA	[intra_dup,spell_correct]	morph✓
224	anyAkAra -> anyakAra	[intra_dup,spell_correct]	morph✓
224	anyaSrita -> anyASrita	[intra_dup,spell_correct]	morph✓
224	anyakara -> anyakAra	[intra_dup,spell_correct]	morph✓
224	anyakriyA -> anyakriya	[intra_dup,spell_correct]	morph✓
224	anyaparigrahA -> anyaparigraha	[intra_dup,spell_correct]	morph✓
224	anyataratodantA -> anyataratodanta	[consensus,spell_correct]	morph✓
224	anyatareya -> Anyatareya	[consensus,spell_correct]	morph✓
224	anyonyasApekzA -> anyonyasApekza	[intra_dup,spell_correct]	morph✓
224	apakramam -> apakrAmam	[intra_dup,spell_correct]	morph✓
224	aqU -> AqU	[consensus,spell_correct]	morph✓
224	atimala -> atimAla	[intra_dup,spell_correct]	morph✓
224	atiyaSA -> atiyaSa	[consensus,spell_correct]	morph✓
223	anuBUj -> anuBuj	[consensus,spell_correct]	
223	anupadas -> anUpadas	[intra_dup,spell_correct]	
223	atiSru -> atisru	[intra_dup,spell_correct]	
223	atisfta -> atiSfta	[intra_dup,spell_correct]	
222	aneDas -> ameDas	[consensus,intra_dup]	
222	antarAdi -> antarADi	[intra_dup,spell_correct]	
222	anukFt -> anukft	[intra_dup,spell_correct]	
221	aNgulImAtra -> aNgulimAtra	[intra_dup,spell_correct]	morph✓
221	aNgulIvezwaka -> aNgulivezwaka	[intra_dup,spell_correct]	morph✓
221	aNguliBaNga -> aNgulIBaNga	[intra_dup,spell_correct]	morph✓
221	aNguligranTi -> aNgulIgranTi	[intra_dup,spell_correct]	morph✓
221	aRapavAda -> anapavAda	[intra_dup,spell_correct]	
221	aRici -> aRIci	[intra_dup,spell_correct]	morph✓
221	aYjalikfta -> aYjalIkfta	[intra_dup,spell_correct]	morph✓
221	anispanda -> anizpanda	[intra_dup,spell_correct]	
221	anuraR -> anuram	[intra_dup,spell_correct]	
221	anusaMBid -> anusaMvid	[intra_dup,spell_correct]	
221	anusac -> anuzac	[intra_dup,spell_correct]	
221	atIroka -> atiroka	[intra_dup,spell_correct]	morph✓
221	atandri -> atandrI	[intra_dup,spell_correct]	morph✓
220	agAtf -> AgAtf	[consensus,intra_dup]	
219	aDiSayAna -> aDiSayana	[intra_dup,spell_correct]	
219	aDicaNkramA -> aDicaNkrama	[consensus,spell_correct]	
219	adUzaRA -> adUzaRa	[intra_dup,spell_correct]	
219	agnitanU -> agnitanu	[intra_dup,spell_correct]	morph✓
219	akzepin -> Akzepin	[consensus,spell_correct]	
219	anaByASamitya -> anaByAsamitya	[consensus,intra_dup]	morph✓
219	antarga -> antargA	[intra_dup,spell_correct]	
219	antivAmA -> antivAma	[consensus,spell_correct]	
218	aDunvat -> aDUnvat	[intra_dup,spell_correct]	morph✓
218	aMSamUla -> aMsamUla	[intra_dup,spell_correct]	morph✓
218	anUpayat -> anupayat	[intra_dup,spell_correct]	morph✓
218	anUyAjArTa -> anuyAjArTa	[intra_dup,spell_correct]	morph✓
218	atiSaktimat -> atisaktimat	[intra_dup,spell_correct]	morph✓
218	atiSruta -> atisruta	[intra_dup,spell_correct]	morph✓
218	ativisrabDa -> ativiSrabDa	[intra_dup,spell_correct]	morph✓
217	aDovARa -> aDobARa	[intra_dup,spell_correct]	morph✓
217	aRqakoSaka -> aRqakozaka	[consensus,intra_dup]	morph✓
217	agnipraDAna -> agnipradAna	[intra_dup,spell_correct]	morph✓
217	agrARIka -> agrAnIka	[consensus,intra_dup]	morph✓
217	anaham -> anahan	[consensus,intra_dup]	morph✓
217	aniSrita -> amiSrita	[consensus,spell_correct]	morph✓
217	apakoza -> apakoSa	[intra_dup,spell_correct]	morph✓
216	aDvagama -> aDvagaRa	[intra_dup,spell_correct]	morph✓
216	aRantatva -> anantatva	[intra_dup,spell_correct]	morph✓
216	aRudvAra -> anudvAra	[intra_dup,spell_correct]	morph✓
216	aRuvat -> amuvat	[consensus,spell_correct]	morph✓
216	aRvavasTA -> anvavasTA	[intra_dup,spell_correct]	morph✓
216	aTanavat -> atanavat	[intra_dup,spell_correct]	morph✓
216	akzapAwana -> akzapAtana	[intra_dup,spell_correct]	morph✓
216	anAnana -> amAnana	[consensus,spell_correct]	morph✓
216	anArjita -> amArjita	[consensus,spell_correct]	morph✓
216	anftAnanda -> amftAnanda	[consensus,spell_correct]	morph✓
216	anftatA -> amftatA	[consensus,spell_correct]	morph✓
216	anftatva -> amftatva	[consensus,spell_correct]	morph✓
216	antareSa -> antareza	[intra_dup,spell_correct]	morph✓
216	anuSa -> anuza	[intra_dup,spell_correct]	morph✓
216	anulamBa -> anulamba	[intra_dup,spell_correct]	morph✓
216	anumAsikAdi -> anunAsikAdi	[intra_dup,spell_correct]	morph✓
216	anusikta -> anuzikta	[consensus,spell_correct]	morph✓
216	anuviBA -> anuvivA	[intra_dup,spell_correct]	morph✓
216	anyadEvatya -> anyadevatya	[intra_dup,spell_correct]	morph✓
216	atibfMhita -> ativfMhita	[intra_dup,spell_correct]	morph✓
211	aRuSabda -> anuSabda	[intra_dup,spell_correct]	
211	anekAgrya -> anEkAgrya	[intra_dup,spell_correct]	
211	atiKala -> atikala	[consensus,intra_dup]	
211	atirOpya -> atiropya	[intra_dup,spell_correct]	
211	ativf -> atiBf	[intra_dup,spell_correct]	
210	aDirUQA -> aDirUQa	[consensus,intra_dup]	
210	aNgalepA -> aNgalepa	[intra_dup,spell_correct]	
210	acalApati -> acalapati	[intra_dup,spell_correct]	
210	adaraRIya -> AdaraRIya	[consensus,spell_correct]	
210	anavakAra -> anavakara	[intra_dup,spell_correct]	
210	anujAtA -> anujAta	[consensus,intra_dup]	
210	anupADi -> anupaDi	[consensus,intra_dup]	
210	atimuktakamAlA -> atimuktakamalA	[intra_dup,spell_correct]	
210	atinIla -> atinIlA	[intra_dup,spell_correct]	
209	aDyarDeqA -> aDyarDeqa	[intra_dup,spell_correct]	
209	aGApahA -> aGApaha	[intra_dup,spell_correct]	
209	aNgArAsAra -> aNgArasAra	[intra_dup,spell_correct]	
209	acAndana -> acandana	[consensus,intra_dup]	
209	acCAvAc -> acCAvac	[intra_dup,spell_correct]	
209	acCagam -> acCAgam	[intra_dup,spell_correct]	
209	acaRqAla -> acARqAla	[intra_dup,spell_correct]	
209	acalaja -> acalajA	[intra_dup,spell_correct]	
209	acyutadanti -> Acyutadanti	[consensus,spell_correct]	
209	adAntatva -> adantatva	[intra_dup,spell_correct]	
209	adAsya -> adasya	[intra_dup,spell_correct]	
209	aditidevatyA -> aditidevatya	[intra_dup,spell_correct]	
209	agAmuka -> AgAmuka	[consensus,spell_correct]	
209	ajApati -> ajapati	[intra_dup,spell_correct]	
209	ajasuta -> ajAsuta	[intra_dup,spell_correct]	
209	ajigIzA -> ajigIza	[consensus,intra_dup]	
209	ajigIzu -> AjigIzu	[consensus,spell_correct]	
209	akANkzita -> AkANkzita	[consensus,spell_correct]	
209	akAryakAraRa -> akAryakaraRa	[intra_dup,spell_correct]	
209	akIrRa -> AkIrRa	[consensus,spell_correct]	
209	akftASrama -> akftaSrama	[consensus,intra_dup]	
209	akzepya -> Akzepya	[consensus,spell_correct]	
209	anATaSaraRA -> anATaSaraRa	[intra_dup,spell_correct]	
209	anAkANkzA -> anAkANkza	[intra_dup,spell_correct]	
209	anAkta -> anakta	[intra_dup,spell_correct]	
209	anAnuvazawkfta -> ananuvazawkfta	[intra_dup,spell_correct]	
209	anaBiBavaganDA -> anaBiBavaganDa	[consensus,spell_correct]	
209	anaBicAraRIya -> anaBicaraRIya	[intra_dup,spell_correct]	
209	anaNgadA -> anaNgada	[intra_dup,spell_correct]	
209	anandita -> Anandita	[consensus,spell_correct]	
209	anantapAda -> anantapada	[intra_dup,spell_correct]	
209	anantapadA -> anantapada	[intra_dup,spell_correct]	
209	ananuvratA -> ananuvrata	[consensus,spell_correct]	
209	anapakfzwa -> anapAkfzwa	[consensus,intra_dup]	
209	anarkA -> anarka	[consensus,intra_dup]	
209	anativilambita -> anativilambitA	[intra_dup,spell_correct]	
209	anekapAda -> anekapada	[intra_dup,spell_correct]	
209	annApAka -> annapAka	[intra_dup,spell_correct]	
209	annatamA -> annatama	[intra_dup,spell_correct]	
209	anuBavya -> anuBAvya	[intra_dup,spell_correct]	
209	anukUlaka -> anukUlakA	[intra_dup,spell_correct]	
209	anusArita -> anusAritA	[intra_dup,spell_correct]	
209	anuvAditA -> anuvAdita	[intra_dup,spell_correct]	
209	anuyAt -> anuyat	[intra_dup,spell_correct]	
209	anvAha -> anvaha	[intra_dup,spell_correct]	
209	anvayAboDa -> anvayaboDa	[intra_dup,spell_correct]	
209	anyadAsTa -> anyadAsTA	[intra_dup,spell_correct]	
209	atfRRa -> AtfRRa	[consensus,spell_correct]	
209	aticCatrakA -> aticCatraka	[consensus,intra_dup]	
209	atiduHKAnvitA -> atiduHKAnvita	[consensus,spell_correct]	
209	atikaruRA -> atikaruRa	[consensus,intra_dup]	
209	atikatara -> atikAtara	[consensus,intra_dup]	
209	atipadA -> atipada	[consensus,spell_correct]	
209	atisaMhitA -> atisaMhita	[consensus,intra_dup]	
209	atiskanDa -> atiskanDA	[intra_dup,spell_correct]	
209	atisvarya -> atisvArya	[intra_dup,spell_correct]	
209	atitAryA -> atitArya	[consensus,spell_correct]	
209	atyucCrAya -> atyucCraya	[intra_dup,spell_correct]	
206	aNgulIsaMjYA -> aNgulisaMjYA	[intra_dup,spell_correct]	
206	aNguliBava -> aNgulIBava	[intra_dup,spell_correct]	
206	aNgulisaMBUta -> aNgulIsaMBUta	[intra_dup,spell_correct]	
206	adridroRI -> adridroRi	[intra_dup,spell_correct]	
206	agnizomAtmaka -> agnIzomAtmaka	[intra_dup,spell_correct]	
206	awavibala -> awavIbala	[intra_dup,spell_correct]	
204	akzAMsa -> akzAMSa	[consensus,intra_dup]	
203	anantapUra -> anantapura	[intra_dup,spell_correct]	
203	anuvyas -> anuvyaS	[intra_dup,spell_correct]	
203	atipura -> atipUra	[consensus,intra_dup]	
202	aDaHkftya -> adaHkftya	[intra_dup,spell_correct]	
202	adfzwatA -> aDfzwatA	[consensus,intra_dup]	
202	akzapAta -> akzapAwa	[consensus,intra_dup]	
202	antaryAmIya -> antaryARIya	[intra_dup,spell_correct]	
202	ativI -> atiBI	[consensus,intra_dup]	
201	aRikAsam -> aRikAzam	[intra_dup,spell_correct]	
201	aditidEvatya -> aditidevatya	[intra_dup,spell_correct]	
201	advis -> adBis	[consensus,spell_correct]	
201	agAQatA -> agADatA	[consensus,intra_dup]	
201	ajEkapAdadevatya -> ajEkapAdadEvatya	[intra_dup,spell_correct]	
201	anusaMBA -> anusaMvA	[intra_dup,spell_correct]	
201	anuzvan -> anusvan	[intra_dup,spell_correct]	
201	atigarBa -> atigarva	[intra_dup,spell_correct]	
201	atinamAmin -> atinanAmin	[intra_dup,spell_correct]	
201	atisikTa -> atisikta	[intra_dup,spell_correct]	
201	ativitata -> ativitaTa	[consensus,intra_dup]	
201	attavE -> attave	[intra_dup,spell_correct]	
174	adA -> AdA	[spell_correct]	morph✓
174	annA -> anna	[spell_correct]	morph✓
168	anU -> anu	[spell_correct]	morph✓
